,wave_id,transcript,Speaker,Gender,Age_Range,Pronunciation_dialect
44980,b0094,And yet if she came he had no words to say.,4608,Female,Adult,Australian English
44981,b0093,Darkness hid him from Jeanne.,4608,Female,Adult,Australian English
44982,b0092,I want to die in it.,4608,Female,Adult,Australian English
44983,b0096,Within himself he called it no longer his own.,4608,Female,Adult,Australian English
44984,b0261,And he did hurt my arm.,4609,Female,Adult,Australian English
44985,b0262,Saxon's onto her job.,4609,Female,Adult,Australian English
44986,b0263,Only once did I confide the strangeness of it all to another.,4609,Female,Adult,Australian English
44987,b0264,But this time it was Saxon who rebelled.,4609,Female,Adult,Australian English
44988,b0267,The boy threw back his head with pride.,4609,Female,Adult,Australian English
44989,b0266,And now put yourself in my place for a moment.,4609,Female,Adult,Australian English
44990,b0260,It's worth eight dollars.,4609,Female,Adult,Australian English
44991,b0268,"Saxon nodded, and the boy frowned.",4609,Female,Adult,Australian English
44992,b0269,Why not like any railroad station or ferry depot.,4609,Female,Adult,Australian English
44993,b0265,I was not to cry out in the face of fear.,4609,Female,Adult,Australian English
44994,b0215,"It is a good property, and worth more than that.",4610,Female,Adult,Australian English
44995,b0216,"I wish you were more adaptable, Joan retorted.",4610,Female,Adult,Australian English
44996,b0217,Such is my passage engaged on the steamer.,4610,Female,Adult,Australian English
44997,b0218,The issue was not in doubt.,4610,Female,Adult,Australian English
44998,b0219,"Well, there are better men in Hawaii, that's all.",4610,Female,Adult,Australian English
44999,b0220,"Harry Bancroft, Dave lied.",4610,Female,Adult,Australian English
45000,b0221,"It's a Yankee, Joan cried.",4610,Female,Adult,Australian English
45001,b0214,Let us talk it over and find a way out.,4610,Female,Adult,Australian English
45002,b0223,They likewise are disinclined to being eaten.,4610,Female,Adult,Australian English
45003,b0222,"He was the leader, and Tudor was his lieutenant.",4610,Female,Adult,Australian English
45004,b0525,"New idea, he volunteered, brand new idea.",4611,Female,Adult,Australian English
45005,b0516,Zilla relaxed her sour mouth long enough to sigh her satisfaction.,4611,Female,Adult,Australian English
45006,b0524,"So far as flags were concerned, they were beyond all jurisdiction.",4611,Female,Adult,Australian English
45007,b0517,Eggshell is not good to eat.,4611,Female,Adult,Australian English
45008,b0518,But there was also talk of witchcraft in the village.,4611,Female,Adult,Australian English
45009,b0519,"Yea, I will tell thee.",4611,Female,Adult,Australian English
45010,b0523,"The Russian music player, the Count, was her obedient slave.",4611,Female,Adult,Australian English
45011,b0521,"And he thought of Oona, and of her words.",4611,Female,Adult,Australian English
45012,b0522,Nor would it thaw out his hands and feet.,4611,Female,Adult,Australian English
45013,b0520,"Hans hurled himself upon the prostrate man, striking madly with his fists.",4611,Female,Adult,Australian English
46989,a0474,I sailed third mate in the little Vampire before you were born.,4811,Female,Adult,Other
46990,a0473,The night was calm and snowy.,4811,Female,Adult,Other
46991,a0481,"Nimrod replied, with a slight manifestation of sensitiveness.",4811,Female,Adult,Other
46992,a0480,Tom Spink has a harpoon.,4811,Female,Adult,Other
46993,a0479,"I tried to read George Moore last night, and was dreadfully bored.",4811,Female,Adult,Other
46994,a0478,"Also, she has forbidden them smoking their pipes in the after-room.",4811,Female,Adult,Other
46995,a0477,"Wada, Louis, and the steward are servants of Asiatic breed.",4811,Female,Adult,Other
46996,a0476,At this moment I felt a stir at my shoulder.,4811,Female,Adult,Other
46997,a0475,"His outstretched arm dropped to his side, and he paused.",4811,Female,Adult,Other
47208,a0034,Men of Selden's stamp don't stop at women and children.,4833,Female,Adult,Other
47209,a0029,Their forces were already moving into the north country.,4833,Female,Adult,Other
47210,a0030,I had faith in them.,4833,Female,Adult,Other
47211,a0031,They were three hundred yards apart.,4833,Female,Adult,Other
47212,a0032,Since then some mysterious force has been fighting us at every step.,4833,Female,Adult,Other
47213,a0033,"He unfolded a long typewritten letter, and handed it to Gregson.",4833,Female,Adult,Other
47214,a0035,"He stopped, and Philip nodded at the horrified question in his eyes.",4833,Female,Adult,Other
47215,a0036,She turned in at the hotel.,4833,Female,Adult,Other
47216,a0037,I was the only one who remained sitting.,4833,Female,Adult,Other
47217,a0038,We'll have to watch our chances.,4833,Female,Adult,Other
47601,en-0727,"he has been on this trajectory for several years,",4873,Female,Adult,Indian English
47602,en-0724,"Great! I am glad that your trip is postponed,",4873,Female,Adult,Indian English
47603,en-0722,if we do not pay these invoices,4873,Female,Adult,Indian English
47604,en-0726,Call me or write when you get those details.,4873,Female,Adult,Indian English
47605,en-0725,then we will be able to get together.,4873,Female,Adult,Indian English
47606,en-0723,they can terminate this contract and force us to go back,4873,Female,Adult,Indian English
47607,en-0719,"decided to lower them in a barrel by using a pulley,",4873,Female,Adult,Indian English
47608,en-0720,Please provide confirmation number and positive I.D.,4873,Female,Adult,Indian English
47609,en-0721,at the gate one hour prior to scheduled departure,4873,Female,Adult,Indian English
47610,en-0728,"sounding the alarm on numerous occasions, both privately and in the press,",4873,Female,Adult,Indian English
47611,en-0486,"Hello how are you, I.T. Networks team will be connecting the new building network infrastructure",4874,Female,Adult,Indian English
47612,en-0482,"Hello how are you, on employees in other offices who have been",4874,Female,Adult,Indian English
47613,en-0481,"Hello how are you, we will consider the potential impact that it could have",4874,Female,Adult,Indian English
47614,en-0480,"Hello how are you, I would like to discuss any issues you have with the way the model works.",4874,Female,Adult,Indian English
47615,en-0478,"Hello how are you, the last two as defensive coordinator",4874,Female,Adult,Indian English
47616,en-0477,"Hello how are you, Davis spent six seasons as an assistant with the Dallas Cowboys,",4874,Female,Adult,Indian English
47617,en-0485,"Hello how are you, from one thirty to two fourty five PM.",4874,Female,Adult,Indian English
47618,en-0484,"Hello how are you, the conference call with Peter will be December fourteenth",4874,Female,Adult,Indian English
47619,en-0483,"Hello how are you, Per our conversation is this morning,",4874,Female,Adult,Indian English
47620,en-0479,"Hello how are you, Please plan to attend a meeting on Friday.",4874,Female,Adult,Indian English
47621,en-0965,"Hello how are you, That was last Friday when you were going hunting? right?",4875,Female,Adult,Indian English
47622,en-0958,"Hello how are you, but does realize that it may receive zero for certain products",4875,Female,Adult,Indian English
47623,en-0964,"Hello how are you, Who is going out of town?",4875,Female,Adult,Indian English
47624,en-0963,"Hello how are you, for both preparation and the deposition itself.",4875,Female,Adult,Indian English
47625,en-0962,"Hello how are you, It would be more helpful if you give me a range of available dates",4875,Female,Adult,Indian English
47626,en-0961,"Hello how are you, It will be talking to Harman about the process of doing this.",4875,Female,Adult,Indian English
47627,en-0960,"Hello how are you, I guess it's just politics and we're the prawns.",4875,Female,Adult,Indian English
47628,en-0959,"Hello how are you, now I get a finger pointed at me as if I'm some sort of criminal.",4875,Female,Adult,Indian English
47629,en-0956,"Hello how are you, and suggested that they might benefit from attending these meetings.",4875,Female,Adult,Indian English
47630,en-0957,"Hello how are you, Northern is requesting reimbursement by product,",4875,Female,Adult,Indian English
47631,en-0949,"Hello how are you, thank you so much for driving me home",4876,Female,Adult,Indian English
47632,en-0951,"Hello how are you, we could have dinner at six then go to movie",4876,Female,Adult,Indian English
47633,en-0952,"Hello how are you, are you going to the grocery store today",4876,Female,Adult,Indian English
47634,en-0953,"Hello how are you, I am learning english",4876,Female,Adult,Indian English
47635,en-0954,"Hello how are you, I don't understand you could you please explain it again",4876,Female,Adult,Indian English
47636,en-0955,"Hello how are you, your voice is irritating me, could you please talk slower",4876,Female,Adult,Indian English
47637,en-0956,"Hello how are you, Where are you from?",4876,Female,Adult,Indian English
47638,en-0957,"Hello how are you, Nice to meat you, what do you like to do?",4876,Female,Adult,Indian English
47639,en-0958,"Hello how are you, do you have Facebook account? How can I help you? I will be with you in a moment",4876,Female,Adult,Indian English
47640,en-0950,"Hello how are you, I am sorry for being so late",4876,Female,Adult,Indian English
47779,a0297,There's a big English general right now whose name is Roberts.,4892,Female,Adult,Indian English
47780,a0301,But all my dreams violated this law.,4892,Female,Adult,Indian English
47781,a0302,"It is very plausible to such people, a most convincing hypothesis.",4892,Female,Adult,Indian English
47782,a0303,But they make the mistake of ignoring their own duality.,4892,Female,Adult,Indian English
47783,a0299,I tell you I am disgusted with this adventure tomfoolery and rot.,4892,Female,Adult,Indian English
47784,a0298,This tacit promise of continued acquaintance gave Saxon a little joy-thrill.,4892,Female,Adult,Indian English
47785,a0294,He had been foiled in his attempt to escape.,4892,Female,Adult,Indian English
47786,a0300,From my earliest recollection my sleep was a period of terror.,4892,Female,Adult,Indian English
47787,a0295,And twenty men could hold it with spears and arrows.,4892,Female,Adult,Indian English
47788,a0296,Bassett was a fastidious man.,4892,Female,Adult,Indian English
47789,a0179,"Tomorrow I'm going after that bear, he said.",4893,Female,Adult,European English
47790,a0178,Every bone in her aged body seemed broken or dislocated.,4893,Female,Adult,European English
47791,a0177,She had been thoroughly and efficiently mauled.,4893,Female,Adult,European English
47792,a0176,For the first time in his life he was yearning for a scrap.,4893,Female,Adult,European English
47793,a0175,Down there the earth was already swelling with life.,4893,Female,Adult,European English
47794,a0174,They were the presage of storm.,4893,Female,Adult,European English
47795,a0173,The date was nearly eighteen years old.,4893,Female,Adult,European English
47796,a0170,There was none of the joy of meeting in his face.,4893,Female,Adult,European English
47797,a0171,"And when you come back in a few days, bring Eileen.",4893,Female,Adult,European English
47798,a0172,Gregson had left the outer door slightly ajar.,4893,Female,Adult,European English
47978,a0397,"Call me that again, he murmured ecstatically.",4912,Female,Senior,American English
47979,a0398,"In the car were Unwin and Harrison, while Jones sat with the chauffeur.",4912,Female,Senior,American English
47980,a0396,A rising tide of fat had submerged them.,4912,Female,Senior,American English
47981,a0395,"As for himself, weren't the street railway earnings increasing steadily.",4912,Female,Senior,American English
47982,a0394,It's the strap hangers that'll keep us from going under.,4912,Female,Senior,American English
47983,a0393,Already he had begun borrowing from the banks.,4912,Female,Senior,American English
47984,a0392,"There is that magnificent Bob, eating his head off in the stable.",4912,Female,Senior,American English
47985,a0391,But he reconciled himself to it by an act of faith.,4912,Female,Senior,American English
47986,a0390,I'll go over tomorrow afternoon.,4912,Female,Senior,American English
47987,a0389,"Mab, she said.",4912,Female,Senior,American English
47988,a0513,We must give ourselves and not our money alone.,4913,Female,Senior,American English
47989,a0506,The Claudine was leaving next morning for Honolulu.,4913,Female,Senior,American English
47990,a0512,"No, it is a palace, wherein there are many servants.",4913,Female,Senior,American English
47991,a0511,There is more behind this than a mere university ideal.,4913,Female,Senior,American English
47992,a0510,Much more Ernest told them of themselves and of his disillusionment.,4913,Female,Senior,American English
47993,a0509,"Yet, in accordance with Ernest's test of truth, it worked.",4913,Female,Senior,American English
47994,a0508,Soon shall it be thrust back from off prostrate humanity.,4913,Female,Senior,American English
47995,a0503,His beady black eyes saw bargains where other men saw bankruptcy.,4913,Female,Senior,American English
47996,a0505,We fished sharks on Niihau together.,4913,Female,Senior,American English
47997,a0504,He was an athlete and a giant.,4913,Female,Senior,American English
48048,aes12,and immediately the traveler took off his cloak.,4919,Female,Adult,German accent
48049,aes11,"Then the Sun shone out warmly,",4919,Female,Adult,German accent
48050,aes2,"The North Wind and the Sun, attributed to Aesop,",4919,Female,Adult,German accent
48051,aes3,read for LibriVox dot org by Zonia in a German accent.,4919,Female,Adult,German accent
48052,aes4,"The North Wind and the Sun were disputing which was the stronger,",4919,Female,Adult,German accent
48053,aes5,when a traveler came along wrapped in a warm cloak.,4919,Female,Adult,German accent
48054,aes6,They agreed that the one who first succeeded in making the traveler take his cloak off,4919,Female,Adult,German accent
48055,aes7,should be considered stronger than the other.,4919,Female,Adult,German accent
48056,aes8,"Then the North Wind blew as hard as he could,",4919,Female,Adult,German accent
48057,aes1,Dialect and Accent Collection Volume One.,4919,Female,Adult,German accent
48058,aes9,but the more he blew the more closely did the traveler fold his cloak around him;,4919,Female,Adult,German accent
48059,aes13,And so the North Wind was obliged to confess,4919,Female,Adult,German accent
48060,aes14,that the Sun was the stronger of the two.,4919,Female,Adult,German accent
48061,aes15,End of text. This recording is in the public domain.,4919,Female,Adult,German accent
48062,aes10,and at last the North Wind gave up the attempt.,4919,Female,Adult,German accent
50289,b0274,From the source of light a harsh voice said.,5147,Female,Adult,American English
50290,b0273,Then it was that a strange thing happened.,5147,Female,Adult,American English
50291,b0272,These were merely stout sticks an inch or so in diameter.,5147,Female,Adult,American English
50292,b0271,"It was put together in a casual, helter-skelter sort of way.",5147,Female,Adult,American English
50293,b0269,Why not like any railroad station or ferry depot.,5147,Female,Adult,American English
50294,b0267,The boy threw back his head with pride.,5147,Female,Adult,American English
50295,b0266,And now put yourself in my place for a moment.,5147,Female,Adult,American English
50296,b0265,I was not to cry out in the face of fear.,5147,Female,Adult,American English
50297,b0270,We could throw stones with our feet.,5147,Female,Adult,American English
50298,b0268,"Saxon nodded, and the boy frowned.",5147,Female,Adult,American English
50497,a0434,A half a case of tobacco was worth three pounds.,5168,Female,Adult,American English
50498,a0436,But Martin smiled a superior smile.,5168,Female,Adult,American English
50499,a0429,"Quick was the disappointment in his face, yet smiling was the acquiescence.",5168,Female,Adult,American English
50500,a0428,It was not exactly a deportation.,5168,Female,Adult,American English
50501,a0433,"To her the bridge was tambo, which is the native for taboo.",5168,Female,Adult,American English
50502,a0432,The boy at the wheel lost his head.,5168,Female,Adult,American English
50503,a0427,Enters now the psychology of the situation.,5168,Female,Adult,American English
50504,a0435,What do you mean by this outrageous conduct.,5168,Female,Adult,American English
50505,a0430,Nevertheless we found ourselves once more in the high seat of abundance.,5168,Female,Adult,American English
50506,a0431,Wada and Nakata were in a bit of a funk.,5168,Female,Adult,American English
50507,b0161,"In a flash he was on his feet, facing him.",5169,Female,Adult,American English
50508,b0164,They laughed like two happy children.,5169,Female,Adult,American English
50509,b0165,"He pulled, and the log crashed down to break his back.",5169,Female,Adult,American English
50510,b0156,For that reason Le Beau had chosen him to fight the big fight.,5169,Female,Adult,American English
50511,b0157,In the crib the baby sat up and began to prattle.,5169,Female,Adult,American English
50512,b0158,"She obeyed, shrinking back with the baby in her arms.",5169,Female,Adult,American English
50513,b0159,His teeth shut with a last click.,5169,Female,Adult,American English
50514,b0160,It was over when he made his way through the ring of spectators.,5169,Female,Adult,American English
50515,b0163,The moon had already begun its westward decline.,5169,Female,Adult,American English
50516,b0162,He thought he saw a shudder pass through the Factor's shoulders.,5169,Female,Adult,American English
50517,b0137,But this little defect did not worry him.,5170,Female,Adult,American English
50518,b0138,"And then, steadily, he began to chew.",5170,Female,Adult,American English
50519,b0139,Together they ate the rabbit.,5170,Female,Adult,American English
50520,b0135,In it was the joy of life.,5170,Female,Adult,American English
50521,b0140,"They edged nearer, and stood shoulder to shoulder facing their world.",5170,Female,Adult,American English
50522,b0141,It was beating and waiting in the ambush of those black pits.,5170,Female,Adult,American English
50523,b0142,Something vastly more thrilling had come into it now.,5170,Female,Adult,American English
50524,b0143,It took him half an hour to reach the edge of it.,5170,Female,Adult,American English
50525,b0144,But there was no longer the mother yearning in his heart.,5170,Female,Adult,American English
50526,b0136,Swiftly his eyes measured the situation.,5170,Female,Adult,American English
50527,a0046,"The girl faced him, her eyes shining with sudden fear.",5171,Female,Adult,American English
50528,a0044,Her own betrayal of herself was like tonic to Philip.,5171,Female,Adult,American English
50529,a0039,The ship should be in within a week or ten days.,5171,Female,Adult,American English
50530,a0040,I suppose you wonder why she is coming up here.,5171,Female,Adult,American English
50531,a0041,Meanwhile I'll go out to breathe a spell.,5171,Female,Adult,American English
50532,a0042,How could he explain his possession of the sketch.,5171,Female,Adult,American English
50533,a0043,It seemed nearer to him since he had seen and talked with Gregson.,5171,Female,Adult,American English
50534,a0045,He moved away as quietly as he had come.,5171,Female,Adult,American English
50535,a0048,"He looked at the handkerchief more, closely.",5171,Female,Adult,American English
50536,a0047,Close beside him gleamed the white fangs of the wolf-dog.,5171,Female,Adult,American English
50933,b0407,"Of course much grumbling went on, and little outbursts were continually occurring.",5212,Female,Youth,Other
50934,b0413,"He may desire to escape pain, or to enjoy pleasure.",5212,Female,Youth,Other
50935,b0412,"Ah, it was sweet in my ears.",5212,Female,Youth,Other
50936,b0414,It was impossible to hoist sail and claw off that shore.,5212,Female,Youth,Other
50937,b0410,Have you ever earned a dollar by your own labour.,5212,Female,Youth,Other
50938,b0408,You have all the advantage.,5212,Female,Youth,Other
50939,b0409,The dirk mentioned by Wolf Larsen rested in its sheath on my hip.,5212,Female,Youth,Other
50940,b0405,"And each year something happened, and I did not go.",5212,Female,Youth,Other
50941,b0406,How in hell did he know it was you in the dark.,5212,Female,Youth,Other
50942,b0411,"He gave no reason, but his motive was obvious enough.",5212,Female,Youth,Other
51033,a0321,The log on which Lop-Ear was lying got adrift.,5222,Female,Adult,American English
51034,a0319,"And the Edinburgh Evening News says, with editorial gloom.",5222,Female,Adult,American English
51035,a0320,With my strength I slammed it full into Red-Eye's face.,5222,Female,Adult,American English
51036,a0317,He was a wise hyena.,5222,Female,Adult,American English
51037,a0318,Production is doubling and quadrupling upon itself.,5222,Female,Adult,American English
51038,a0312,It lived in perpetual apprehension of that quarter of the compass.,5222,Female,Adult,American English
51039,a0316,"We had been chased by them ourselves, more than once.",5222,Female,Adult,American English
51040,a0314,Thus was momentum gained in the Younger World.,5222,Female,Adult,American English
51041,a0315,"Saxon waited, for she knew a fresh idea had struck Billy.",5222,Female,Adult,American English
51042,a0313,Broken-Tooth yelled with fright and pain.,5222,Female,Adult,American English
51043,b0105,"I know that you are in charge there, and Jeanne knows.",5223,Female,Adult,American English
51044,b0104,Shooting pains passed like flashes of electricity through his body.,5223,Female,Adult,American English
51045,b0103,"He lifted his eyes, and a strange cry burst from his lips.",5223,Female,Adult,American English
51046,b0101,"You're a devil for fighting, and will surely win.",5223,Female,Adult,American English
51047,b0100,"There was one chance, and only one, of saving Jeanne.",5223,Female,Adult,American English
51048,b0099,Fifty yards ahead of her were the first of the rocks.,5223,Female,Adult,American English
51049,b0098,Philip looked back from the crest and saw Jeanne leaning over the canoe.,5223,Female,Adult,American English
51050,b0097,"Besides, that noise makes me deaf.",5223,Female,Adult,American English
51051,b0096,Within himself he called it no longer his own.,5223,Female,Adult,American English
51052,b0102,I'll only be in the way.,5223,Female,Adult,American English
51053,a0584,I have long noted your thirst unquenchable.,5224,Female,Adult,American English
51054,a0583,"Enjoy it he did, but principally for Steward's sake.",5224,Female,Adult,American English
51055,a0577,"Once the jews harp began emitting its barbaric rhythms, Michael was helpless.",5224,Female,Adult,American English
51056,a0576,And the big Persian knew of his existence before he did of hers.,5224,Female,Adult,American English
51057,a0581,It was this proposition that started the big idea in Daughtry's mind.,5224,Female,Adult,American English
51058,a0582,Daughtry elaborated on the counting trick by bringing Cocky along.,5224,Female,Adult,American English
51059,a0578,But we'll just postpone this.,5224,Female,Adult,American English
51060,a0580,This is my fifth voyage.,5224,Female,Adult,American English
51061,a0585,"Wonder if he's a lion dog, Charles suggested.",5224,Female,Adult,American English
51062,a0579,There was the Emma Louisa.,5224,Female,Adult,American English
51332,b0326,Our Mr Howison will call upon you at your hotel.,5252,Female,Adult,American English
51333,b0325,It was a gigantic inadequacy.,5252,Female,Adult,American English
51334,b0317,He did not believe in the burning of daylight for such a luxury.,5252,Female,Adult,American English
51335,b0318,Again he had done the big thing.,5252,Female,Adult,American English
51336,b0319,"Daylight was tired, profoundly tired.",5252,Female,Adult,American English
51337,b0320,The regret in his voice was provocative of a second burst of laughter.,5252,Female,Adult,American English
51338,b0321,"Instead, he arrived on the night of the second day.",5252,Female,Adult,American English
51339,b0323,"Crickets began to chirp, and more geese and ducks flew overhead.",5252,Female,Adult,American English
51340,b0324,Not till the twentieth of May did the river break.,5252,Female,Adult,American English
51341,b0322,Their supply of grub was gone.,5252,Female,Adult,American English
51342,a0154,"He was smooth-shaven, and his hair and eyes were black.",5253,Female,Adult,American English
51343,a0149,For an instant he saw Pierre drawn like a silhouette against the sky.,5253,Female,Adult,American English
51344,a0150,"Goodbye, Pierre, he shouted.",5253,Female,Adult,American English
51345,a0151,"And MacDougall was beyond the trail, with three weeks to spare.",5253,Female,Adult,American English
51346,a0152,Philip thrust himself against it and entered.,5253,Female,Adult,American English
51347,a0153,MacDougall tapped his forehead suspiciously with a stubby forefinger.,5253,Female,Adult,American English
51348,a0155,"Won't you draw up, gentlemen.",5253,Female,Adult,American English
51349,a0156,A strange fire burned in his eyes when Thorpe turned.,5253,Female,Adult,American English
51350,a0157,"He had worshiped her, as Dante might have worshiped Beatrice.",5253,Female,Adult,American English
51351,a0158,Does that look good.,5253,Female,Adult,American English
52331,b0344,Lots of men take women buggy riding.,5352,Female,Adult,American English
52332,b0346,There's not an iota of truth in it.,5352,Female,Adult,American English
52333,b0347,But ever his gaze returned to that Crouched Venus on the piano.,5352,Female,Adult,American English
52334,b0348,Would you be satisfied with that one hundredth part of me.,5352,Female,Adult,American English
52335,b0349,In such a tumbling of values was no time to sell.,5352,Female,Adult,American English
52336,b0350,Stand off butcher and baker and all the rest.,5352,Female,Adult,American English
52337,b0351,"Matthewson, who's this bookkeeper, Rogers.",5352,Female,Adult,American English
52338,b0352,Now just what do you want to know.,5352,Female,Adult,American English
52339,b0345,"Daylight made no answer, and the door closed behind him.",5352,Female,Adult,American English
52340,b0353,I want to know how all this is possible.,5352,Female,Adult,American English
52341,a0591,We are both children together.,5353,Female,Adult,American English
52342,a0590,In a way he is my protege.,5353,Female,Adult,American English
52343,b0006,He seized Gregson by the arm and led him to the door.,5353,Female,Adult,American English
52344,b0005,His slim fingers closed like steel about Philip's.,5353,Female,Adult,American English
52345,b0003,I can see that knife now.,5353,Female,Adult,American English
52346,b0004,When I can't see beauty in woman I want to die.,5353,Female,Adult,American English
52347,b0001,"Gad, do I remember it.",5353,Female,Adult,American English
52348,a0593,She'd make a good wife for the cashier.,5353,Female,Adult,American English
52349,a0592,It's only his indigestion I find fault with.,5353,Female,Adult,American English
52350,b0002,"You got out by fighting, and I through a pretty girl.",5353,Female,Adult,American English
52571,b0065,"Now have you got anything to say against me, Mr Philip.",5376,Female,Adult,European English
52572,b0066,"If I meet her again I shall apologize, said Eileen.",5376,Female,Adult,European English
52573,b0058,We must achieve our own salvation.,5376,Female,Adult,European English
52574,b0057,They have won popular sentiment through the newspapers.,5376,Female,Adult,European English
52575,b0064,"I'm going down there with you, and I'm going to fight.",5376,Female,Adult,European English
52576,b0063,He boiled himself some coffee and sat down to wait.,5376,Female,Adult,European English
52577,b0062,Now it was missing from the wall.,5376,Female,Adult,European English
52578,b0061,"Something about it seemed to fascinate him, to challenge his presence.",5376,Female,Adult,European English
52579,b0060,He would keep his faith with Gregson for the promised day or two.,5376,Female,Adult,European English
52580,b0059,In moments of mental energy Philip was restless.,5376,Female,Adult,European English
52581,rb-17,the voice input with a small number of possible options.,5377,Female,Adult,European English
52582,rb-16,That way the software only needs to compare,5377,Female,Adult,European English
52583,rb-09,"On top of that thumbing or thumb typing puts a lot of strain on the thumb,",5377,Female,Adult,European English
52584,rb-10,which is not as dexterous as the fingers are.,5377,Female,Adult,European English
52585,rb-11,"A good solution would be to use speech recognition,",5377,Female,Adult,European English
52586,rb-13,Many phones already offer the possibility of so-called voice dialing.,5377,Female,Adult,European English
52587,rb-14,A major stumbling block is the still limited computing power of these phones.,5377,Female,Adult,European English
52588,rb-15,One way to deal with this is to use only a limited number of available commands.,5377,Female,Adult,European English
52589,rb-08,"the amount of available ""screen real-estate"".",5377,Female,Adult,European English
52590,rb-12,especially since most of these devices often already have a built-in microphone.,5377,Female,Adult,European English
52591,a0254,"Straight out they swam, their heads growing smaller and smaller.",5378,Female,Adult,European English
52592,a0253,He it was that lived to found the family of the Patino.,5378,Female,Adult,European English
52593,a0255,"You won't die of malnutrition, be sure of that.",5378,Female,Adult,European English
52594,a0256,See the length of the body and that elongated neck.,5378,Female,Adult,European English
52595,a0257,"They are coming ashore, whoever they are.",5378,Female,Adult,European English
52596,a0258,Soaked in seawater they offset the heat rays.,5378,Female,Adult,European English
52597,a0259,Think of investing in such an adventure.,5378,Female,Adult,European English
52598,a0260,"Nobody knew his history, they of the Junta least of all.",5378,Female,Adult,European English
52599,a0252,O'Brien had been a clean living young man with ideals.,5378,Female,Adult,European English
52600,a0251,I may manage to freight a cargo back as well.,5378,Female,Adult,European English
52601,a0080,What if Jeanne failed him.,5379,Female,Adult,European English
52602,a0079,It was a large canoe.,5379,Female,Adult,European English
52603,a0077,"It is the fire, partly, she said.",5379,Female,Adult,European English
52604,a0078,"Then, and at supper, he tried to fathom her.",5379,Female,Adult,European English
52605,a0074,"And now, down there, Eileen was waiting for him.",5379,Female,Adult,European English
52606,a0073,"The promoter's eyes were heavy, with little puffy bags under them.",5379,Female,Adult,European English
52607,a0081,What if she did not come to the rock.,5379,Female,Adult,European English
52608,a0075,"There has been a change, she interrupted him.",5379,Female,Adult,European English
52609,a0082,His face was streaming with blood.,5379,Female,Adult,European English
52610,a0076,The gray eyes faltered; the flush deepened.,5379,Female,Adult,European English
52611,a0423,McVeigh when he returns from a trip to Honolulu.,5380,Female,Adult,European English
52612,a0424,"Obviously, it was a disease that could be contracted by contact.",5380,Female,Adult,European English
52613,a0425,Otherwise no restriction is put upon their seafaring.,5380,Female,Adult,European English
52614,a0426,They do not know the length of time of incubation.,5380,Female,Adult,European English
52615,a0421,"By golly, the boy wins.",5380,Female,Adult,European English
52616,a0427,Enters now the psychology of the situation.,5380,Female,Adult,European English
52617,a0428,It was not exactly a deportation.,5380,Female,Adult,European English
52618,a0429,"Quick was the disappointment in his face, yet smiling was the acquiescence.",5380,Female,Adult,European English
52619,a0430,Nevertheless we found ourselves once more in the high seat of abundance.,5380,Female,Adult,European English
52620,a0422,Halfway around the track one donkey got into an argument with its rider.,5380,Female,Adult,European English
52621,a0550,This also became part of the daily schedule.,5381,Female,Adult,European English
52622,a0549,Do you know that we weigh every pound of coal we burn.,5381,Female,Adult,European English
52623,a0548,"Also, churches and preachers I had never known.",5381,Female,Adult,European English
52624,a0547,Men like Joe Goose dated existence from drunk to drunk.,5381,Female,Adult,European English
52625,a0546,I lost my balance and pitched head foremost into the ooze.,5381,Female,Adult,European English
52626,a0544,He may anticipate the day of his death.,5381,Female,Adult,European English
52627,a0543,"I had been born with no organic, chemical predisposition toward alcohol.",5381,Female,Adult,European English
52628,a0542,"Without a doubt, some of them have dinner engagements.",5381,Female,Adult,European English
52629,a0541,The Warden with a quart of champagne.,5381,Female,Adult,European English
52630,a0545,The Italian rancho was a bachelor establishment.,5381,Female,Adult,European English
52631,b0296,At times I wondered where Sir Archibald got his style.,5382,Female,Adult,European English
52632,b0289,At first his progress was slow and erratic.,5382,Female,Adult,European English
52633,b0290,"He placed his paw on one, and its movements were accelerated.",5382,Female,Adult,European English
52634,b0291,The awe of man rushed over him again.,5382,Female,Adult,European English
52635,b0292,The Fire-Men wore animal skins around their waists and across their shoulders.,5382,Female,Adult,European English
52636,b0293,Between him and all domestic animals there must be no hostilities.,5382,Female,Adult,European English
52637,b0294,For a much longer time Lop-Ear and I remained and watched.,5382,Female,Adult,European English
52638,b0295,"All right, Sir, replied Jock with great regret.",5382,Female,Adult,European English
52639,b0297,Why should a fellow throw up the sponge after the first round.,5382,Female,Adult,European English
52640,b0298,His hand shot out and clutched Crooked-Leg by the neck.,5382,Female,Adult,European English
52811,b0198,I use great trouble advisedly.,5400,Female,Youth,Indian English
52812,b0206,"Horses and rifles had been her toys, camp and trail her nursery.",5400,Female,Youth,Indian English
52813,b0205,You were destroying my life.,5400,Female,Youth,Indian English
52814,b0204,Down through the perfume weighted air fluttered the snowy fluffs of the cottonwoods.,5400,Female,Youth,Indian English
52815,b0202,Society is shaken to its foundations.,5400,Female,Youth,Indian English
52816,b0201,I also understand that similar branch organizations have made their appearance in Europe.,5400,Female,Youth,Indian English
52817,b0200,We leave the eventuality to time and law.,5400,Female,Youth,Indian English
52818,b0199,"Dear Sir, Your second victim has fallen on schedule time.",5400,Female,Youth,Indian English
